source_type,source_path,feature,scenario,tags,description,steps_summary,status
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_MissingAllRequiredFields,,Validate that Add Family Member Missing All Required Fields.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_MissingFirstName,,Validate that Add Family Member Missing First Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_MissingLastName,,Validate that Add Family Member Missing Last Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_MissingUserId,,Validate that Add Family Member Missing User Id.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_NoAuthToken,,Validate that Add Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_ValidData_AllFieldsValidated,,Validate that Add Family Member Valid Data All Fields Validated.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/DeleteFamilyMemberTest.java,DeleteFamilyMemberTest,test_DeleteFamilyMember_AlreadyDeleted,,Validate that Delete Family Member Already Deleted.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/DeleteFamilyMemberTest.java,DeleteFamilyMemberTest,test_DeleteFamilyMember_EmptyGuid,,Validate that Delete Family Member Empty Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/DeleteFamilyMemberTest.java,DeleteFamilyMemberTest,test_DeleteFamilyMember_InvalidAuthToken,,Validate that Delete Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/DeleteFamilyMemberTest.java,DeleteFamilyMemberTest,test_DeleteFamilyMember_InvalidGuidFormat,,Validate that Delete Family Member Invalid Guid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/DeleteFamilyMemberTest.java,DeleteFamilyMemberTest,test_DeleteFamilyMember_NoAuthToken,,Validate that Delete Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/DeleteFamilyMemberTest.java,DeleteFamilyMemberTest,test_DeleteFamilyMember_NonExistentGuid,,Validate that Delete Family Member Non Existent Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/DeleteFamilyMemberTest.java,DeleteFamilyMemberTest,test_DeleteFamilyMember_ValidId_VerifyDeletion,,Validate that Delete Family Member Valid Id Verify Deletion.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg01_Add_MissingAll,,Validate that Neg01 Add Missing All.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg02_Add_MissingUserId,,Validate that Neg02 Add Missing User Id.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg03_Add_MissingFirstName,,Validate that Neg03 Add Missing First Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg04_Add_MissingLastName,,Validate that Neg04 Add Missing Last Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg05_Add_InvalidMobile,,Validate that Neg05 Add Invalid Mobile.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg06_Add_InvalidGender,,Validate that Neg06 Add Invalid Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg07_Add_InvalidDateFormat,,Validate that Neg07 Add Invalid Date Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg08_Add_NoAuth,,Validate that Neg08 Add No Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg09_Add_InvalidAuth,,Validate that Neg09 Add Invalid Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg09a_Add_FutureDOB,,Validate that Neg09a Add Future DOB.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg09b_Add_VeryLongName,,Validate that Neg09b Add Very Long Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg10_Get_NonExistent,,Validate that Neg10 Get Non Existent.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg11_Get_InvalidFormat,,Validate that Neg11 Get Invalid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg12_Get_EmptyGuid,,Validate that Neg12 Get Empty Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg13_Get_NoAuth,,Validate that Neg13 Get No Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg14_Get_InvalidAuth,,Validate that Neg14 Get Invalid Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg14a_Get_SpecialChars,,Validate that Neg14a Get Special Chars.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg15_Update_MissingGuid,,Validate that Neg15 Update Missing Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg16_Update_NonExistent,,Validate that Neg16 Update Non Existent.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg17_Update_InvalidGuidFormat,,Validate that Neg17 Update Invalid Guid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg18_Update_InvalidMobile,,Validate that Neg18 Update Invalid Mobile.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg19_Update_InvalidGender,,Validate that Neg19 Update Invalid Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg20_Update_NoAuth,,Validate that Neg20 Update No Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg21_Update_InvalidAuth,,Validate that Neg21 Update Invalid Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg21a_Update_EmptyPayload,,Validate that Neg21a Update Empty Payload.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg22_Delete_NonExistent,,Validate that Neg22 Delete Non Existent.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg23_Delete_InvalidFormat,,Validate that Neg23 Delete Invalid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg24_Delete_EmptyGuid,,Validate that Neg24 Delete Empty Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg25_Delete_NoAuth,,Validate that Neg25 Delete No Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg26_Delete_InvalidAuth,,Validate that Neg26 Delete Invalid Auth.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg27_Delete_DoubleDelete,,Validate that Neg27 Delete Double Delete.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,neg28_Delete_SQLInjection,,Validate that Neg28 Delete SQLInjection.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,test01_AddFamilyMember_Positive,,Validate that Test01 Add Family Member Positive.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,test02_GetFamilyMember_FieldValidations,,Validate that Test02 Get Family Member Field Validations.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,test03_UpdateFamilyMember_Flow,,Validate that Test03 Update Family Member Flow.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,test04_Get_VerifyPersistence,,Validate that Test04 Get Verify Persistence.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberCompleteTest.java,now,test05_Delete_VerifyDeletion,,Validate that Test05 Delete Verify Deletion.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest01_00_Add_MissingAll_Request,,Validate that Negative Test01 00 Add Missing All Request.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest01_01_Add_MissingAll_Validate,,Validate that Negative Test01 01 Add Missing All Validate.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest02_AddFamilyMember_MissingUserId,,Validate that Negative Test02 Add Family Member Missing User Id.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest03_AddFamilyMember_MissingFirstName,,Validate that Negative Test03 Add Family Member Missing First Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest04_AddFamilyMember_MissingLastName,,Validate that Negative Test04 Add Family Member Missing Last Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest05_AddFamilyMember_InvalidMobileFormat,,Validate that Negative Test05 Add Family Member Invalid Mobile Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest06_AddFamilyMember_InvalidGender,,Validate that Negative Test06 Add Family Member Invalid Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest07_AddFamilyMember_InvalidDateFormat,,Validate that Negative Test07 Add Family Member Invalid Date Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest08_AddFamilyMember_NoAuthToken,,Validate that Negative Test08 Add Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest09_AddFamilyMember_InvalidAuthToken,,Validate that Negative Test09 Add Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest09a_AddFamilyMember_FutureDOB,,Validate that Negative Test09a Add Family Member Future DOB.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest09b_AddFamilyMember_VeryLongName,,Validate that Negative Test09b Add Family Member Very Long Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest10_GetFamilyMember_NonExistentGuid,,Validate that Negative Test10 Get Family Member Non Existent Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest11_GetFamilyMember_InvalidGuidFormat,,Validate that Negative Test11 Get Family Member Invalid Guid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest12_GetFamilyMember_EmptyGuid,,Validate that Negative Test12 Get Family Member Empty Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest13_GetFamilyMember_NoAuthToken,,Validate that Negative Test13 Get Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest14_GetFamilyMember_InvalidAuthToken,,Validate that Negative Test14 Get Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest14a_GetFamilyMember_SpecialCharsinGuid,,Validate that Negative Test14a Get Family Member Special Charsin Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest15_UpdateFamilyMember_MissingGuid,,Validate that Negative Test15 Update Family Member Missing Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest16_UpdateFamilyMember_NonExistentGuid,,Validate that Negative Test16 Update Family Member Non Existent Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest17_UpdateFamilyMember_InvalidGuidFormat,,Validate that Negative Test17 Update Family Member Invalid Guid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest18_UpdateFamilyMember_InvalidMobileFormat,,Validate that Negative Test18 Update Family Member Invalid Mobile Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest19_UpdateFamilyMember_InvalidGender,,Validate that Negative Test19 Update Family Member Invalid Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest20_UpdateFamilyMember_NoAuthToken,,Validate that Negative Test20 Update Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest21_UpdateFamilyMember_InvalidAuthToken,,Validate that Negative Test21 Update Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest21a_UpdateFamilyMember_EmptyPayload,,Validate that Negative Test21a Update Family Member Empty Payload.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest22_DeleteFamilyMember_NonExistentGuid,,Validate that Negative Test22 Delete Family Member Non Existent Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest23_DeleteFamilyMember_InvalidGuidFormat,,Validate that Negative Test23 Delete Family Member Invalid Guid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest24_DeleteFamilyMember_EmptyGuid,,Validate that Negative Test24 Delete Family Member Empty Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest25_DeleteFamilyMember_NoAuthToken,,Validate that Negative Test25 Delete Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest26_DeleteFamilyMember_InvalidAuthToken,,Validate that Negative Test26 Delete Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest27_DeleteFamilyMember_DoubleDelete,,Validate that Negative Test27 Delete Family Member Double Delete.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,negativeTest28_DeleteFamilyMember_SQLInjection,,Validate that Negative Test28 Delete Family Member SQLInjection.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step00_RegisterNewUser,,Validate that Step00 Register New User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step00b_RegisterUserProfile,,Validate that Step00b Register User Profile.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_00_PerformAddRequest,,Validate that Step01 00 Perform Add Request.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_01_ValidateAddStatus,,Validate that Step01 01 Validate Add Status.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_02_ValidateAddGuid,,Validate that Step01 02 Validate Add Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_03_ValidateAddFirstName,,Validate that Step01 03 Validate Add First Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_04_ValidateAddLastName,,Validate that Step01 04 Validate Add Last Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_05_ValidateAddMobile,,Validate that Step01 05 Validate Add Mobile.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_06_ValidateAddGender,,Validate that Step01 06 Validate Add Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_07_ValidateAddDob,,Validate that Step01 07 Validate Add Dob.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step01_08_ValidateAddRelation,,Validate that Step01 08 Validate Add Relation.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_00_PerformGetRequest,,Validate that Step02 00 Perform Get Request.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_01_ValidateGetStatus,,Validate that Step02 01 Validate Get Status.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_02_ValidateGetFirstName,,Validate that Step02 02 Validate Get First Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_03_ValidateGetLastName,,Validate that Step02 03 Validate Get Last Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_04_ValidateGetMobile,,Validate that Step02 04 Validate Get Mobile.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_05_ValidateGetGender,,Validate that Step02 05 Validate Get Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_06_ValidateGetDob,,Validate that Step02 06 Validate Get Dob.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_07_ValidateGetRelation,,Validate that Step02 07 Validate Get Relation.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step02_08_ValidateGetGuid,,Validate that Step02 08 Validate Get Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step03_00_PerformUpdateRequest,,Validate that Step03 00 Perform Update Request.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step03_01_ValidateUpdateStatus,,Validate that Step03 01 Validate Update Status.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step04_00_PerformGetVerifyUpdate,,Validate that Step04 00 Perform Get Verify Update.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step04_01_ValidateVerifyUpdateStatus,,Validate that Step04 01 Validate Verify Update Status.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step04_02_ValidateVerifyUpdateFirstName,,Validate that Step04 02 Validate Verify Update First Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step05_00_PerformDeleteRequest,,Validate that Step05 00 Perform Delete Request.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step05_01_ValidateDeleteStatus,,Validate that Step05 01 Validate Delete Status.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step05_02_ValidateDeleteMessage,,Validate that Step05 02 Validate Delete Message.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step06_DeleteUser,,Validate that Step06 Delete User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidAuthToken,,Validate that Add Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidDateFormat,,Validate that Add Family Member Invalid Date Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidGender,,Validate that Add Family Member Invalid Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidMobileFormat,,Validate that Add Family Member Invalid Mobile Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_MissingFirstName,,Validate that Add Family Member Missing First Name.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_MissingRequiredFields,,Validate that Add Family Member Missing Required Fields.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_MissingUserId,,Validate that Add Family Member Missing User Id.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_NoAuthToken,,Validate that Add Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_DeleteFamilyMember_InvalidGuid,,Validate that Delete Family Member Invalid Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_DeleteFamilyMember_NoAuthToken,,Validate that Delete Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_GetFamilyMember_InvalidGuid,,Validate that Get Family Member Invalid Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_GetFamilyMember_NoAuthToken,,Validate that Get Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_UpdateFamilyMember_MissingGuid,,Validate that Update Family Member Missing Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_UpdateFamilyMember_NonExistentGuid,,Validate that Update Family Member Non Existent Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_EmptyGuid,,Validate that Get Family Member Empty Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_InvalidAuthToken,,Validate that Get Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_InvalidGuidFormat,,Validate that Get Family Member Invalid Guid Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_NoAuthToken,,Validate that Get Family Member No Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_NonExistentGuid,,Validate that Get Family Member Non Existent Guid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_ValidId_AllFieldsValidated,,Validate that Get Family Member Valid Id All Fields Validated.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_InvalidAuthToken,,Validate that Update Family Member Invalid Auth Token.,,Implemented
